category,title,creator,publication_year,description
movie,Eddie the Eagle,Dexter Fletcher,2016,"The story of Eddie Edwards, the notoriously tenacious British underdog ski jumper who charmed the world at the 1988 Winter Olympics."
movie,The Lives of Others,Florian Henckel von Donnersmarck,2006,"In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives."
movie,Pet,Carles Torrens,2016,"A psychological thriller about a man who bumps into an old crush and subsequently becomes obsessed with her, leading him to hold her captive underneath the animal shelter where he works. ... See full summary »"
movie,Paint It Black,Amber Tamblyn,2016,A young woman attempts to deal with the death of her boyfriend while continuously confronted by his mentally unstable mother.
movie,Macbeth,Justin Kurzel,2015,"Macbeth, the Thane of Glamis, receives a prophecy from a trio of witches that one day he will become King of Scotland. Consumed by ambition and spurred to action by his wife, Macbeth murders his king and takes the throne for himself."
movie,Forgetting Sarah Marshall,Nicholas Stoller,2008,"Devastated Peter takes a Hawaiian vacation in order to deal with the recent break-up with his TV star girlfriend, Sarah. Little does he know, Sarah's traveling to the same resort as her ex - and she's bringing along her new boyfriend."
movie,The Giver,Phillip Noyce,2014,"In a seemingly perfect community, without war, pain, suffering, differences or choice, a young boy is chosen to learn from an elderly man about the true pain and pleasure of the ""real"" world."
movie,Triple 9,John Hillcoat,2016,A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.
movie,Perfetti sconosciuti,Paolo Genovese,2016,"Seven long-time friends get together for a dinner. When they decide to share with each other the content of every text message, email and phone call they receive, many secrets start to unveil and the equilibrium trembles."
movie,Angry Birds,Clay Kaytis,2016,"Find out why the birds are so angry. When an island populated by happy, flightless birds is visited by mysterious green piggies, it's up to three unlikely outcasts - Red, Chuck and Bomb - to figure out what the pigs are up to."
movie,Moonrise Kingdom,Wes Anderson,2012,"A pair of young lovers flee their New England town, which causes a local search party to fan out to find them."
movie,Hairspray,Adam Shankman,2007,Pleasantly plump teenager Tracy Turnblad teaches 1962 Baltimore a thing or two about integration after landing a spot on a local TV dance show.
movie,Safe Haven,Lasse Hallström,2013,"A young woman with a mysterious past lands in Southport, North Carolina where her bond with a widower forces her to confront the dark secret that haunts her."
movie,Focus,Glenn Ficarra,2015,"In the midst of veteran con man Nicky's latest scheme, a woman from his past - now an accomplished femme fatale - shows up and throws his plans for a loop."
movie,Ratatouille,Brad Bird,2007,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous restaurant.
movie,Stake Land,Jim Mickle,2010,Martin was a normal teenage boy before the country collapsed in an empty pit of economic and political disaster. A vampire epidemic has swept across what is left of the nation's abandoned ... See full summary »
movie,The Book of Eli,Albert Hughes,2010,"A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind."
movie,Cloverfield,Matt Reeves,2008,A group of friends venture deep into the streets of New York on a rescue mission during a rampaging monster attack.
movie,Point Break,Ericson Core,2015,"A young FBI agent infiltrates an extraordinary team of extreme sports athletes he suspects of masterminding a string of unprecedented, sophisticated corporate heists."
movie,Under the Skin,Jonathan Glazer,2013,"A mysterious young woman seduces lonely men in the evening hours in Scotland. However, events lead her to begin a process of self-discovery."
movie,I Am Legend,Francis Lawrence,2007,"Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure."
movie,Men in Black 3,Barry Sonnenfeld,2012,Agent J travels in time to M.I.B.'s early days in 1969 to stop an alien from assassinating his friend Agent K and changing history.
movie,Super 8,J.J. Abrams,2011,"During the summer of 1979, a group of friends witness a train crash and investigate subsequent unexplained events in their small town."
movie,Law Abiding Citizen,F. Gary Gray,2009,A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. He targets not only the killer but also the district attorney and others involved in the deal.
movie,Up,Pete Docter,2009,"Seventy-eight year old Carl Fredricksen travels to Paradise Falls in his home equipped with balloons, inadvertently taking a young stowaway."
movie,Maze Runner: The Scorch Trials,Wes Ball,2015,"After having escaped the Maze, the Gladers now face a new set of challenges on the open roads of a desolate landscape filled with unimaginable obstacles."
movie,Carol,Todd Haynes,2015,An aspiring photographer develops an intimate relationship with an older woman in 1950s New York.
movie,Imperium,Daniel Ragussis,2016,"A young FBI agent, eager to prove himself in the field, goes undercover as a white supremacist."
movie,Youth,Paolo Sorrentino,2015,A retired orchestra conductor is on holiday with his daughter and his film director best friend in the Alps when he receives an invitation from Queen Elizabeth II to perform for Prince Philip's birthday.
movie,Mr. Nobody,Jaco Van Dormael,2009,"A boy stands on a station platform as a train is about to leave. Should he go with his mother or stay with his father? Infinite possibilities arise from this decision. As long as he doesn't choose, anything is possible."
movie,City of Tiny Lights,Pete Travis,2016,"In the teeming, multicultural metropolis of modern-day London, a seemingly straightforward missing-person case launches a down-at-heel private eye into a dangerous world of religious fanaticism and political intrigue."
movie,Savages,Oliver Stone,2012,Pot growers Ben and Chon face off against the Mexican drug cartel who kidnapped their shared girlfriend.
movie,(500) Days of Summer,Marc Webb,2009,"An offbeat romantic comedy about a woman who doesn't believe true love exists, and the young man who falls for her."
movie,Movie 43,Elizabeth Banks,2013,A series of interconnected short films follows a washed-up producer as he pitches insane story lines featuring some of the biggest stars in Hollywood.
movie,Gravity,Alfonso Cuarón,2013,Two astronauts work together to survive after an accident which leaves them alone in space.
movie,The Boy in the Striped Pyjamas,Mark Herman,2008,"Set during WWII, a story seen through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, whose forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences."
movie,Shooter,Antoine Fuqua,2007,"A marksman living in exile is coaxed back into action after learning of a plot to kill the President. Ultimately double-crossed and framed for the attempt, he goes on the run to find the real killer and the reason he was set up."
movie,The Happening,M. Night Shyamalan,2008,"A science teacher, his wife, and a young girl struggle to survive a plague that causes those infected to commit suicide."
movie,Bone Tomahawk,S. Craig Zahler,2015,Four men set out in the Wild West to rescue a group of captives from cannibalistic cave dwellers.
movie,Magic Mike XXL,Gregory Jacobs,2015,"Three years after Mike bowed out of the stripper life at the top of his game, he and the remaining Kings of Tampa hit the road to Myrtle Beach to put on one last blow-out performance."
movie,Easy A,Will Gluck,2010,A clean-cut high school student relies on the school's rumor mill to advance her social and financial standing.
movie,Exodus: Gods and Kings,Ridley Scott,2014,"The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 600,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues."
movie,Chappie,Neill Blomkamp,2015,"In the near future, crime is patrolled by a mechanized police force. When one police droid, Chappie, is stolen and given new programming, he becomes the first robot with the ability to think and feel for himself."
movie,The Hobbit: The Desolation of Smaug,Peter Jackson,2013,"The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring."
movie,Half of a Yellow Sun,Biyi Bandele,2013,"Sisters Olanna and Kainene return home to 1960s Nigeria, where they soon diverge on different paths. As civil war breaks out, political events loom larger than their differences as they join the fight to establish an independent republic."
movie,Anthropoid,Sean Ellis,2016,"Based on the extraordinary true story of Operation Anthropoid, the WWII mission to assassinate SS General Reinhard Heydrich, the main architect behind the Final Solution and the Reich's third in command after Hitler and Himmler."
movie,The Counselor,Ridley Scott,2013,A lawyer finds himself in over his head when he gets involved in drug trafficking.
movie,Viking,Andrey Kravchuk,2016,"Kievan Rus, late 10th century. After the death of his father, the young Viking prince Vladimir of Novgorod is forced into exile across the frozen sea."
movie,Whiskey Tango Foxtrot,Glenn Ficarra,2016,A journalist recounts her wartime coverage in Afghanistan.
movie,Trust,David Schwimmer,2010,A teenage girl is targeted by an online sexual predator.
movie,Birth of the Dragon,George Nolfi,2016,"Young, up-and-coming martial artist, Bruce Lee, challenges legendary kung fu master Wong Jack Man to a no-holds-barred fight in Northern California."
movie,Elysium,Neill Blomkamp,2013,"In the year 2154, the very wealthy live on a man-made space station while the rest of the population resides on a ruined Earth. A man takes on a mission that could bring equality to the polarized worlds."
movie,The Green Inferno,Eli Roth,2013,"A group of student activists travels to the Amazon to save the rain forest and soon discover that they are not alone, and that no good deed goes unpunished."
movie,Godzilla,Gareth Edwards,2014,"The world is beset by the appearance of monstrous creatures, but one of them may be the only one who can save humanity."
movie,The Bourne Legacy,Tony Gilroy,2012,"An expansion of the universe from Robert Ludlum's novels, centered on a new hero whose stakes have been triggered by the events of the previous three films."
movie,A Good Year,Ridley Scott,2006,"A British investment broker inherits his uncle's chateau and vineyard in Provence, where he spent much of his childhood. He discovers a new laid-back lifestyle as he tries to renovate the estate to be sold."
movie,Friend Request,Simon Verhoeven,2016,"When a college student unfriends a mysterious girl online, she finds herself fighting a demonic presence that wants to make her lonely by killing her closest friends."
movie,Deja Vu,Tony Scott,2006,"After a ferry is bombed in New Orleans, an A.T.F. agent joins a unique investigation using experimental surveillance technology to find the bomber, but soon finds himself becoming obsessed with one of the victims."
movie,Lucy,Luc Besson,2014,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic."
movie,A Quiet Passion,Terence Davies,2016,"The story of American poet Emily Dickinson from her early days as a young schoolgirl to her later years as a reclusive, unrecognized artist."
movie,Need for Speed,Scott Waugh,2014,"Fresh from prison, a street racer who was framed by a wealthy business associate joins a cross country race with revenge in mind. His ex-partner, learning of the plan, places a massive bounty on his head as the race begins."
movie,Jack Reacher,Christopher McQuarrie,2012,A homicide investigator digs deeper into a case involving a trained military sniper who shot five random victims.
movie,The Do-Over,Steven Brill,2016,"Two down-on-their-luck guys decide to fake their own deaths and start over with new identities, only to find the people they're pretending to be are in even deeper trouble."
movie,True Crimes,Alexandros Avranas,2016,"A murder investigation of a slain business man turns to clues found in an author's book about an eerily similar crime. Based on the 2008 article ""True Crimes - A postmodern murder mystery"" by David Grann."
movie,American Pastoral,Ewan McGregor,2016,An All-American college star and his beauty queen wife watch their seemingly perfect life fall apart as their daughter joins the turmoil of '60s America.
movie,The Ghost Writer,Roman Polanski,2010,A ghostwriter hired to complete the memoirs of a former British prime minister uncovers secrets that put his own life in jeopardy.
movie,Limitless,Neil Burger,2011,"With the help of a mysterious pill that enables the user to access 100 percent of his brain abilities, a struggling writer becomes a financial wizard, but it also puts him in a new world with lots of dangers."
movie,Spectral,Nic Mathieu,2016,A sci-fi/thriller story centered on a special-ops team that is dispatched to fight supernatural beings.
movie,P.S. I Love You,Richard LaGravenese,2007,A young widow discovers that her late husband has left her 10 messages intended to help ease her pain and start a new life.
movie,Zipper,Mora Stephens,2015,A successful family man with a blossoming political career loses all sense of morality when he becomes addicted to using an escort agency.
movie,Midnight Special,Jeff Nichols,2016,"A father and son go on the run, pursued by the government and a cult drawn to the child's special powers."
movie,Don't Think Twice,Mike Birbiglia,2016,"When a member of a popular New York City improv troupe gets a huge break, the rest of the group - all best friends - start to realize that not everyone is going to make it after all."
movie,Alice in Wonderland,Tim Burton,2010,"Nineteen-year-old Alice returns to the magical world from her childhood adventure, where she reunites with her old friends and learns of her true destiny: to end the Red Queen's reign of terror."
movie,Chuck,Philippe Falardeau,2016,A drama inspired by the life of heavyweight boxer Chuck Wepner.
movie,"I, Daniel Blake",Ken Loach,2016,"After having suffered a heart-attack, a 59-year-old carpenter must fight the bureaucratic forces of the system in order to receive Employment and Support Allowance."
movie,The Break-Up,Peyton Reed,2006,"In a bid to keep their luxurious condo from their significant other, a couple's break-up proceeds to get uglier and nastier by the moment."
movie,Loving,Jeff Nichols,2016,"The story of Richard and Mildred Loving, a couple whose arrest for interracial marriage in 1960s Virginia began a legal battle that would end with the Supreme Court's historic 1967 decision."
movie,Fantastic Four,Josh Trank,2015,Four young outsiders teleport to an alternate and dangerous universe which alters their physical form in shocking ways. The four must learn to harness their new abilities and work together to save Earth from a former friend turned enemy.
movie,The Survivalist,Stephen Fingleton,2015,"In a time of starvation, a survivalist lives off a small plot of land hidden deep in forest. When two women seeking food and shelter discover his farm, he finds his existence threatened."
movie,Colonia,Florian Gallenberger,2015,"A young woman's desperate search for her abducted boyfriend that draws her into the infamous Colonia Dignidad, a sect nobody has ever escaped from."
movie,The Boy Next Door,Rob Cohen,2015,"A woman, separated from her unfaithful husband, falls for a younger man who has moved in next door, but their torrid affair soon takes a dangerous turn."
movie,The Gift,Joel Edgerton,2015,A young married couple's lives are thrown into a harrowing tailspin when an acquaintance from the husband's past brings mysterious gifts and a horrifying secret to light after more than 20 years.
movie,Dracula Untold,Gary Shore,2014,"As his kingdom is being threatened by the Turks, young prince Vlad Tepes must become a monster feared by his own people in order to obtain the power needed to protect his own family, and the families of his kingdom."
movie,In the Heart of the Sea,Ron Howard,2015,"A recounting of a New England whaling ship's sinking by a giant whale in 1820, an experience that later inspired the great novel Moby-Dick."
movie,Idiocracy,Mike Judge,2006,"Private Joe Bauers, the definition of ""average American"", is selected by the Pentagon to be the guinea pig for a top-secret hibernation program. Forgotten, he awakes five centuries in the future. He discovers a society so incredibly dumbed down that he's easily the most intelligent person alive."
movie,The Expendables,Sylvester Stallone,2010,A CIA operative hires a team of mercenaries to eliminate a Latin dictator and a renegade CIA agent.
movie,Evil Dead,Fede Alvarez,2013,"Five friends head to a remote cabin, where the discovery of a Book of the Dead leads them to unwittingly summon up demons living in the nearby woods."
movie,Sinister,Scott Derrickson,2012,Washed-up true-crime writer Ellison Oswalt finds a box of super 8 home movies that suggest the murder he is currently researching is the work of a serial killer whose work dates back to the 1960s.
movie,Wreck-It Ralph,Rich Moore,2012,"A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives."
movie,Snow White and the Huntsman,Rupert Sanders,2012,"In a twist to the fairy tale, the Huntsman ordered to take Snow White into the woods to be killed winds up becoming her protector and mentor in a quest to vanquish the Evil Queen."
movie,Pan,Joe Wright,2015,"12-year-old orphan Peter is spirited away to the magical world of Neverland, where he finds both fun and danger, and ultimately discovers his destiny -- to become the hero who will be forever known as Peter Pan."
movie,Transformers: Dark of the Moon,Michael Bay,2011,"The Autobots learn of a Cybertronian spacecraft hidden on the moon, and race against the Decepticons to reach it and to learn its secrets."
movie,Juno,Jason Reitman,2007,"Faced with an unplanned pregnancy, an offbeat young woman makes an unusual decision regarding her unborn child."
movie,A Hologram for the King,Tom Tykwer,2016,A failed American sales rep looks to recoup his losses by traveling to Saudi Arabia and selling his company's product to a wealthy monarch.
movie,Money Monster,Jodie Foster,2016,Financial TV host Lee Gates and his producer Patty are put in an extreme situation when an irate investor takes over their studio.
movie,The Other Woman,Nick Cassavetes,2014,"After discovering her boyfriend is married, Carly soon meets the wife he's been betraying. And when yet another love affair is discovered, all three women team up to plot revenge on the three-timing S.O.B."
movie,Enchanted,Kevin Lima,2007,"A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil queen, where she falls in love with a lawyer."
movie,The Intern,Nancy Meyers,2015,"70-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin."
movie,Little Miss Sunshine,Jonathan Dayton,2006,A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.
movie,Bleed for This,Ben Younger,2016,"The inspirational story of World Champion Boxer Vinny Pazienza who, after a near fatal car crash which left him not knowing if he'd ever walk again, made one of sport's most incredible comebacks."
movie,Clash of the Titans,Louis Leterrier,2010,"Perseus demigod, son of Zeus, battles the minions of the underworld to stop them from conquering heaven and earth."
movie,The Finest Hours,Craig Gillespie,2016,The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952.
movie,Tron,Joseph Kosinski,2010,The son of a virtual world designer goes looking for his father and ends up inside the digital world that his father designed. He meets his father's corrupted creation and a unique ally who was born inside the digital world.
movie,The Hunger Games: Catching Fire,Francis Lawrence,2013,Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.
movie,All Good Things,Andrew Jarecki,2010,"Mr. David Marks was suspected but never tried for killing his wife Katie who disappeared in 1982, but the truth is eventually revealed."
movie,Kickboxer: Vengeance,John Stockwell,2016,A kick boxer is out to avenge his brother.
movie,The Last Airbender,M. Night Shyamalan,2010,"Follows the adventures of Aang, a young successor to a long line of Avatars, who must master all four elements and stop the Fire Nation from enslaving the Water Tribes and the Earth Kingdom."
movie,Sex Tape,Jake Kasdan,2014,"A married couple wake up to discover that the sex tape they made the evening before has gone missing, leading to a frantic search for its whereabouts."
movie,What to Expect When You're Expecting,Kirk Jones,2012,"Follows the lives of five interconnected couples as they experience the thrills and surprises of having a baby, and realize that no matter what you plan for, life does not always deliver what is expected."
movie,Moneyball,Bennett Miller,2011,Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.
movie,Ghost Rider,Mark Steven Johnson,2007,"Stunt motorcyclist Johnny Blaze gives up his soul to become a hellblazing vigilante, to fight against power hungry Blackheart, the son of the devil himself."
movie,Unbroken,Angelina Jolie,2014,"After a near-fatal plane crash in WWII, Olympian Louis Zamperini spends a harrowing 47 days in a raft with two fellow crewmen before he's caught by the Japanese navy and sent to a prisoner-of-war camp."
movie,Immortals,Tarsem Singh,2011,"Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity."
movie,Sunshine,Danny Boyle,2007,A team of international astronauts are sent on a dangerous mission to reignite the dying Sun with a nuclear fission bomb in 2057.
movie,Brave,Mark Andrews,2012,"Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse."
movie,Män som hatar kvinnor,Niels Arden Oplev,2009,A journalist is aided in his search for a woman who has been missing -- or dead -- for forty years by a young female hacker.
movie,Adoration,Anne Fontaine,2013,A pair of childhood friends and neighbors fall for each other's sons.
movie,The Drop,Michaël R. Roskam,2014,"Bob Saginowski finds himself at the center of a robbery gone awry and entwined in an investigation that digs deep into the neighborhood's past where friends, families, and foes all work together to make a living - no matter the cost."
movie,She's the Man,Andy Fickman,2006,"When her brother decides to ditch for a couple weeks, Viola heads over to his elite boarding school, disguised as him, and proceeds to fall for one of his soccer teammates, and soon learns she's not the only one with romantic troubles."
movie,Daddy's Home,Sean Anders,2015,"Brad Whitaker is a radio host trying to get his stepchildren to love him and call him Dad. But his plans turn upside down when their biological father, Dusty Mayron, returns."
movie,Let Me In,Matt Reeves,2010,A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.
movie,Never Back Down,Jeff Wadlow,2008,A frustrated and conflicted teenager arrives at a new high school to discover an underground fight club and meet a classmate who begins to coerce him into fighting.
movie,Grimsby,Louis Leterrier,2016,A new assignment forces a top spy to team up with his football hooligan brother.
movie,Moon,Duncan Jones,2009,"Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems."
movie,Megamind,Tom McGrath,2010,"The supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life."
movie,Gangster Squad,Ruben Fleischer,2013,"It's 1949 Los Angeles, the city is run by gangsters and a malicious mobster, Mickey Cohen. Determined to end the corruption, John O'Mara assembles a team of cops, ready to take down the ruthless leader and restore peace to the city."
movie,Blood Father,Jean-François Richet,2016,An ex-con reunites with his estranged wayward 17-year old daughter to protect her from drug dealers who are trying to kill her.
movie,He's Just Not That Into You,Ken Kwapis,2009,The Baltimore-set movie of interconnecting story arcs deals with the challenges of reading or misreading human behavior.
movie,Kung Fu Panda 3,Alessandro Carloni,2016,"Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to his home."
movie,The Rise of the Krays,Zackary Adler,2015,Two brothers unleash a psychotic reign of terror on their journey to build an empire of unprecedented power in the British Mafia.
movie,Handsome Devil,John Butler,2016,Ned and Conor are forced to share a bedroom at their boarding school. The loner and the star athlete at this rugby-mad school form an unlikely friendship until it's tested by the authorities.
movie,Winter's Bone,Debra Granik,2010,An unflinching Ozark Mountain girl hacks through dangerous social terrain as she hunts down her drug-dealing father while trying to keep her family intact.
movie,Horrible Bosses,Seth Gordon,2011,Three friends conspire to murder their awful bosses when they realize they are standing in the way of their happiness.
movie,Mommy,Xavier Dolan,2014,"A widowed single mother, raising her violent son alone, finds new hope when a mysterious neighbor inserts herself into their household."
movie,Hellboy II: The Golden Army,Guillermo del Toro,2008,"The mythical world starts a rebellion against humanity in order to rule the Earth, so Hellboy and his team must save the world from the rebellious creatures."
movie,Beautiful Creatures,Richard LaGravenese,2013,"Ethan longs to escape his small Southern town. He meets a mysterious new girl, Lena. Together, they uncover dark secrets about their respective families, their history and their town."
movie,Toni Erdmann,Maren Ade,2016,A practical joking father tries to reconnect with his hard working daughter by creating an outrageous alter ego and posing as her CEO's life coach.
movie,The Lovely Bones,Peter Jackson,2009,Centers on a young girl who has been murdered and watches over her family - and her killer - from purgatory. She must weigh her desire for vengeance against her desire for her family to heal.
movie,The Assassination of Jesse James by the Coward Robert Ford,Andrew Dominik,2007,"Robert Ford, who's idolized Jesse James since childhood, tries hard to join the reforming gang of the Missouri outlaw, but gradually becomes resentful of the bandit leader."
movie,Don Jon,Joseph Gordon-Levitt,2013,"A New Jersey guy dedicated to his family, friends, and church, develops unrealistic expectations from watching porn and works to find happiness and intimacy with his potential true love."
movie,Bastille Day,James Watkins,2016,A young con artist and an unruly CIA agent embark on an anti-terrorist mission in France.
movie,2307: Winter's Dream,Joey Curtis,2016,"In 2307, a future soldier is sent on a mission to hunt down the leader of the humanoid rebellion."
movie,Free State of Jones,Gary Ross,2016,"A disillusioned Confederate army deserter returns to Mississippi and leads a militia of fellow deserters, runaway slaves, and women in an uprising against the corrupt local Confederate government."
movie,Mr. Right,Paco Cabezas,2015,"A girl falls for the ""perfect"" guy, who happens to have a very fatal flaw: he's a hitman on the run from the crime cartels who employ him."
movie,The Secret Life of Walter Mitty,Ben Stiller,2013,"When his job along with that of his co-worker are threatened, Walter takes action in the real world embarking on a global journey that turns into an adventure more extraordinary than anything he could have ever imagined."
movie,Dope,Rick Famuyiwa,2015,"Life changes for Malcolm, a geek who's surviving life in a tough neighborhood, after a chance invitation to an underground party leads him and his friends into a Los Angeles adventure."
movie,Underworld Awakening,Måns Mårlind,2012,"When human forces discover the existence of the Vampire and Lycan clans, a war to eradicate both species commences. The vampire warrior Selene leads the battle against humankind."
movie,Antichrist,Lars von Trier,2009,"A grieving couple retreat to their cabin in the woods, hoping to repair their broken hearts and troubled marriage. But nature takes its course and things go from bad to worse."
movie,Friday the 13th,Marcus Nispel,2009,"A group of young adults discover a boarded up Camp Crystal Lake, where they soon encounter Jason Voorhees and his deadly intentions."
movie,Taken 3,Olivier Megaton,2014,"Ex-government operative Bryan Mills is accused of a ruthless murder he never committed or witnessed. As he is tracked and pursued, Mills brings out his particular set of skills to find the true killer and clear his name."
movie,Total Recall,Len Wiseman,2012,"A factory worker, Douglas Quaid, begins to suspect that he is a spy after visiting Rekall - a company that provides its clients with implanted fake memories of a life they would like to have led - goes wrong and he finds himself on the run."
movie,X-Men: The Last Stand,Brett Ratner,2006,"When a cure is found to treat mutations, lines are drawn amongst the X-Men, led by Professor Charles Xavier, and the Brotherhood, a band of powerful mutants organized under Xavier's former ally, Magneto."
movie,The Escort,Will Slocombe,2016,"Desperate for a good story, a sex-addicted journalist throws himself into the world of high-class escorts when he starts following a Stanford-educated prostitute."
movie,The Whole Truth,Courtney Hunt,2016,A defense attorney works to get his teenage client acquitted of murdering his wealthy father.
movie,Night at the Museum: Secret of the Tomb,Shawn Levy,2014,"Larry spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever."
movie,Love & Other Drugs,Edward Zwick,2010,A young woman suffering from Parkinson's befriends a drug rep working for Pfizer in 1990s Pittsburgh.
movie,The Interview,Evan Goldberg,2014,"Dave Skylark and his producer Aaron Rapoport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Kim Jong-un, they are recruited by the CIA to turn their trip to Pyongyang into an assassination mission."
movie,The Host,Bong Joon Ho,2006,A monster emerges from Seoul's Han River and focuses its attention on attacking people. One victim's loving family does what it can to rescue her from its clutches.
movie,Megan Is Missing,Michael Goi,2011,Two teenage girls encounter an Internet child predator.
movie,WALL·E,Andrew Stanton,2008,"In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind."
movie,Knocked Up,Judd Apatow,2007,"For fun-loving party animal Ben Stone, the last thing he ever expected was for his one-night stand to show up on his doorstep eight weeks later to tell him she's pregnant with his child."
movie,Source Code,Duncan Jones,2011,A soldier wakes up in someone else's body and discovers he's part of an experimental government program to find the bomber of a commuter train. A mission he has only 8 minutes to complete.
movie,Lawless,John Hillcoat,2012,"Set in Depression-era Franklin County, Virginia, a trio of bootlegging brothers are threatened by a new special deputy and other authorities angling for a cut of their profits."
movie,Unfriended,Levan Gabriadze,2014,"A group of online chat room friends find themselves haunted by a mysterious, supernatural force using the account of their dead friend."
movie,American Reunion,Jon Hurwitz,2012,"Jim, Michelle, Stifler, and their friends reunite in East Great Falls, Michigan for their high school reunion."
movie,The Pursuit of Happyness,Gabriele Muccino,2006,A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.
movie,Relatos salvajes,Damián Szifron,2014,Six short stories that explore the extremities of human behavior involving people in distress.
movie,The Ridiculous 6,Frank Coraci,2015,"An outlaw who was raised by Native Americans discovers that he has five half-brothers; together the men go on a mission to find their wayward, deadbeat dad."
movie,Frantz,François Ozon,2016,"In the aftermath of WWI, a young German who grieves the death of her fiancé in France meets a mysterious Frenchman who visits the fiancé's grave to lay flowers."
movie,Viral,Henry Joost,2016,"Following the outbreak of a virus that wipes out the majority of the human population, a young woman documents her family's new life in quarantine and tries to protect her infected sister."
movie,Gran Torino,Clint Eastwood,2008,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino."
movie,Burnt,John Wells,2015,"Adam Jones (Bradley Cooper) is a chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London, determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars."
movie,Tall Men,Jonathan Holbrook,2016,A challenged man is stalked by tall phantoms in business suits after he purchases a car with a mysterious black credit card.
movie,Sleeping Beauty,Julia Leigh,2011,"A haunting portrait of Lucy, a young university student drawn into a mysterious hidden world of unspoken desires."
movie,Vampire Academy,Mark Waters,2014,"Rose Hathaway is a Dhampir, half human-half vampire, a guardian of the Moroi, peaceful, mortal vampires living discreetly within our world. Her calling is to protect the Moroi from bloodthirsty, immortal Vampires, the Strigoi."
movie,Sweeney Todd: The Demon Barber of Fleet Street,Tim Burton,2007,"The infamous story of Benjamin Barker, a.k.a. Sweeney Todd, who sets up a barber shop down in London which is the basis for a sinister partnership with his fellow tenant, Mrs. Lovett. Based on the hit Broadway musical."
movie,Solace,Afonso Poyart,2015,A psychic works with the FBI in order to hunt down a serial killer.
movie,Insidious,James Wan,2010,A family looks to prevent evil spirits from trapping their comatose child in a realm called The Further.
movie,Popstar: Never Stop Never Stopping,Akiva Schaffer,2016,"When it becomes clear that his solo album is a failure, a former boy band member does everything in his power to maintain his celebrity status."
movie,The Levelling,Hope Dickson Leach,2016,"Somerset, October 2014. When Clover Catto (Ellie Kendrick) receives a call telling her that her younger brother Harry (Joe Blakemore) is dead, she must return to her family farm and face ... See full summary »"
movie,Public Enemies,Michael Mann,2009,"The Feds try to take down notorious American gangsters John Dillinger, Baby Face Nelson and Pretty Boy Floyd during a booming crime wave in the 1930s."
movie,Boyhood,Richard Linklater,2014,"The life of Mason, from early childhood to his arrival at college."
